benchmark,solver,status,result,time_real,time_cpu,memory
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,fric3,ok,unsat,3.57768327742815,3.57572732,12.41088
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,pavy,ok,unsat,0.8538997275754809,7.176026853,348.803072
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,voiraig,ok,unsat,14.427631288766861,14.408970222,18.755584
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,mc-zhulf,ok,unsat,4.197266703471541,19.959587966,2624.012288
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,ncip-portfolio,ok,unsat,7.42593633942306,21.396060364,867.303424
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,supercar,ok,unsat,10.029267369769514,91.735553974,964.395008
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,ncip-minicraig,ok,unsat,697.4587167110294,697.198734764,6790.529024
2019/goel/crafted/sw_ball2004_2/sw_ball2004_2.aig,ncip-cadicraig,to,none,3601.0014144089073,3601.365501083,28358.967296
2019/goel/industry/cal178/cal178.aig,ncip-cadicraig,ok,unsat,0.03135442826896906,0.022641511,7.565312
2019/goel/industry/cal178/cal178.aig,voiraig,ok,unsat,0.032009564340114594,0.025539445,7.462912
2019/goel/industry/cal178/cal178.aig,ncip-minicraig,ok,unsat,0.04450536426156759,0.036111486,4.583424
2019/goel/industry/cal178/cal178.aig,ncip-portfolio,ok,unsat,0.035665906965732574,0.048814772,15.634432
2019/goel/industry/cal178/cal178.aig,fric3,ok,unsat,0.11365385260432959,0.116485895,13.504512
2019/goel/industry/cal178/cal178.aig,ric3,ok,unsat,0.023906624875962734,0.138834297,40.435712
2019/goel/industry/cal178/cal178.aig,pavy,ok,unsat,0.23753584641963243,0.461875365,88.064
2019/goel/industry/cal178/cal178.aig,supercar,ok,unsat,0.7037150859832764,0.786774532,158.851072
2019/goel/industry/cal178/cal178.aig,mc-zhulf,ok,unsat,0.9583341712132096,1.044422432,2456.825856
2019/goel/industry/cal182/cal182.aig,ric3,ok,unsat,1.0386129152029753,14.946343115,948.629504
2019/goel/industry/cal182/cal182.aig,pavy,ok,unsat,16.692170747555792,19.358458841,761.217024
2019/goel/industry/cal182/cal182.aig,mc-zhulf,ok,unsat,8.423495201393962,35.610124074,4942.753792
2019/goel/industry/cal182/cal182.aig,voiraig,ok,unsat,88.69229508936405,88.628521145,324.99712
2019/goel/industry/cal182/cal182.aig,fric3,ok,unsat,47.97950946353376,92.721848117,610.025472
2019/goel/industry/cal182/cal182.aig,supercar,ok,unsat,18.269377382472157,217.188416469,2358.616064
2019/goel/industry/cal182/cal182.aig,ncip-minicraig,to,none,3601.001429911703,3600.277223862,5923.319808
2019/goel/industry/cal182/cal182.aig,ncip-cadicraig,to,none,3601.0013041826896,3602.891019224,36190.98624
2019/goel/industry/cal182/cal182.aig,ncip-portfolio,to,none,3601.001438897103,10801.010461442,48969.216
2019/goel/industry/cal205/cal205.aig,mc-zhulf,ok,unsat,2776.8272470962256,13714.565752798,5075.259392
2019/goel/industry/cal205/cal205.aig,voiraig,to,none,3601.001460221596,3599.865271613,309.133312
2019/goel/industry/cal205/cal205.aig,fric3,to,none,3601.001423881389,3599.959299937,466.75968
2019/goel/industry/cal205/cal205.aig,ncip-cadicraig,to,none,3601.001393652521,3601.67215271,40247.21408
2019/goel/industry/cal205/cal205.aig,ncip-minicraig,to,none,3601.001336282119,3602.755180914,46841.135104
2019/goel/industry/cal205/cal205.aig,ncip-portfolio,to,none,3601.001397218555,10797.196917346,81178.25536
2019/goel/industry/cal205/cal205.aig,pavy,to,none,3601.001649840735,35913.843523342,8882.991104
2019/goel/industry/cal205/cal205.aig,supercar,to,none,3601.0017895456403,53972.508090985,5883.543552
2019/goel/industry/cal205/cal205.aig,ric3,to,none,3601.0016341311857,57569.759276019,15397.015552
2019/goel/industry/cal235/cal235.aig,fric3,to,none,3601.001368735917,3599.941623829,817.369088
2019/goel/industry/cal235/cal235.aig,voiraig,to,none,3601.0013798270375,3599.967138891,416.09216
2019/goel/industry/cal235/cal235.aig,ncip-minicraig,to,none,3601.0014284634963,3604.747784919,77770.227712
2019/goel/industry/cal235/cal235.aig,ncip-cadicraig,to,none,3601.0013925274834,3605.558340981,117328.97792
2019/goel/industry/cal235/cal235.aig,ncip-portfolio,mo,none,1817.9281021095812,5453.326211717,120000.0
2019/goel/industry/cal235/cal235.aig,mc-zhulf,to,none,3601.001549546607,17996.346108135,4724.89984
2019/goel/industry/cal235/cal235.aig,pavy,to,none,3601.001559241675,35878.800336675,27458.899968
2019/goel/industry/cal235/cal235.aig,supercar,to,none,3601.001679411158,53975.593291538,12859.174912
2019/goel/industry/cal235/cal235.aig,ric3,to,none,3601.00161505118,55971.886847969,17677.402112
2019/goel/industry/cal27/cal27.aig,ric3,ok,unsat,0.1419419627636671,1.356191886,144.871424
2019/goel/industry/cal27/cal27.aig,voiraig,ok,unsat,3.385073948651552,3.377713039,23.318528
2019/goel/industry/cal27/cal27.aig,pavy,ok,unsat,0.6617028405889869,3.609036474,255.787008
2019/goel/industry/cal27/cal27.aig,mc-zhulf,ok,unsat,0.9927947781980038,4.083401025,2555.277312
2019/goel/industry/cal27/cal27.aig,supercar,ok,unsat,6.310802514664829,38.497125355,260.25984
2019/goel/industry/cal27/cal27.aig,fric3,ok,unknown,0.06133721396327019,0.066130981,8.33536
2019/goel/industry/cal27/cal27.aig,ncip-cadicraig,to,none,3601.001406523399,3602.502727976,51238.371328
2019/goel/industry/cal27/cal27.aig,ncip-minicraig,to,none,3601.001476778998,3602.931033027,35036.266496
2019/goel/industry/cal27/cal27.aig,ncip-portfolio,to,none,3601.0013765506446,10802.044505531,67745.161216
2019/goel/industry/cal41/cal41.aig,voiraig,ok,unsat,0.09935406129807234,0.095658003,6.5536
2019/goel/industry/cal41/cal41.aig,ric3,ok,unsat,0.03747594263404608,0.358446943,57.315328
2019/goel/industry/cal41/cal41.aig,fric3,ok,unsat,0.5918622110038996,0.60131805,14.716928
2019/goel/industry/cal41/cal41.aig,pavy,ok,unsat,0.2460674997419119,0.757423183,156.475392
2019/goel/industry/cal41/cal41.aig,mc-zhulf,ok,unsat,0.9603569861501455,1.405885822,2479.685632
2019/goel/industry/cal41/cal41.aig,ncip-minicraig,ok,unsat,6.440806948579848,6.422632761,289.939456
2019/goel/industry/cal41/cal41.aig,ncip-portfolio,ok,unsat,7.557678358629346,21.11433328,1279.93856
2019/goel/industry/cal41/cal41.aig,supercar,ok,unsat,5.705032780766487,29.271812107,199.303168
2019/goel/industry/cal41/cal41.aig,ncip-cadicraig,ok,unsat,44.64220546372235,44.568742411,1673.170944
2019/goel/industry/cal75/cal75.aig,voiraig,ok,unsat,0.10942036006599665,0.102471513,8.409088
2019/goel/industry/cal75/cal75.aig,ric3,ok,unsat,0.03260064870119095,0.249653506,44.007424
2019/goel/industry/cal75/cal75.aig,pavy,ok,unsat,0.24888811446726322,0.538359665,112.975872
2019/goel/industry/cal75/cal75.aig,mc-zhulf,ok,unsat,0.9481870466843247,1.262991244,2495.541248
2019/goel/industry/cal75/cal75.aig,supercar,ok,unsat,3.70958367921412,19.309982623,230.756352
2019/goel/industry/cal75/cal75.aig,ncip-cadicraig,ok,unsat,26.719896036665887,26.694695284,1029.69344
2019/goel/industry/cal75/cal75.aig,ncip-portfolio,ok,unsat,31.7870972212404,93.771400545,1695.760384
2019/goel/industry/cal75/cal75.aig,ncip-minicraig,ok,unsat,106.72255386412144,106.654741718,791.42912
2019/goel/industry/cal75/cal75.aig,fric3,ok,unknown,0.06376295257359743,0.067036133,7.999488
2019/goel/industry/cal97/cal97.aig,ric3,ok,unsat,20.156031572259963,319.324815043,1423.48288
2019/goel/industry/cal97/cal97.aig,pavy,ok,unsat,49.77326942142099,482.990333561,1891.909632
2019/goel/industry/cal97/cal97.aig,mc-zhulf,ok,unsat,115.53798720613122,542.475658395,3155.234816
2019/goel/industry/cal97/cal97.aig,supercar,ok,unsat,55.18399573303759,766.324105548,1105.047552
2019/goel/industry/cal97/cal97.aig,fric3,ok,unsat,970.0251424806193,969.732369892,208.269312
2019/goel/industry/cal97/cal97.aig,voiraig,ok,unsat,2896.4531350927427,2895.655746617,172.48256
2019/goel/industry/cal97/cal97.aig,ncip-minicraig,to,none,3601.001350154169,3601.056294993,17257.971712
2019/goel/industry/cal97/cal97.aig,ncip-cadicraig,to,none,3601.001431095414,3604.542102791,99492.552704
2019/goel/industry/cal97/cal97.aig,ncip-portfolio,mo,none,3320.5576199814677,9963.254094197,120000.0
2019/goel/industry/gen102/gen102.aig,ric3,ok,unsat,0.21499401424080133,3.146424477,136.175616
2019/goel/industry/gen102/gen102.aig,ncip-minicraig,ok,unsat,6.114184846170247,6.098942994,183.222272
