benchmark,solver,result,time_real,time_cpu,memory
2019/goel/industry/gen102/gen102.aig,ric3,unsat,29.709585692267865,0.178654056,8.065024
2019/goel/industry/gen102/gen102.aig,pavy,unsat,1.4414887968450785,0.578923001,23.621632
2019/goel/industry/gen102/gen102.aig,voiraig,unsat,1.4426129665225744,0.604473658,21.716992
2019/goel/industry/gen102/gen102.aig,mc-zhulf,unsat,5.5235209334641695,0.628266644,26.976256
2019/goel/industry/gen102/gen102.aig,supercar,unsat,9.558015172369778,0.730285154,19.222528
2019/goel/industry/gen102/gen102.aig,ncip-portfolio,unsat,9.587285416200757,1.809112017,63.483904
2019/goel/industry/gen102/gen102.aig,ncip-minicraig,unsat,4.660965049639344,1.838196526,63.389696
2019/goel/industry/gen102/gen102.aig,fric3,unsat,10.4790765849757,2.242351064,26.271744
2019/goel/industry/gen102/gen102.aig,ncip-cadicraig,unsat,5.983557246625423,4.537635775,165.851136
2019/goel/industry/gen103/gen103.aig,ric3,unsat,6.6538333455100656,0.240188285,7.68
2019/goel/industry/gen103/gen103.aig,ncip-portfolio,unsat,7.837659268639982,0.328584579,10.97728
2019/goel/industry/gen103/gen103.aig,voiraig,unsat,4.739100485108793,0.43085448,16.064512
2019/goel/industry/gen103/gen103.aig,pavy,unsat,8.84940014127642,0.558632663,27.430912
2019/goel/industry/gen103/gen103.aig,mc-zhulf,unsat,5.504612090997398,0.584080895,26.206208
2019/goel/industry/gen103/gen103.aig,supercar,unsat,6.662167001515627,0.58769972,21.692416
2019/goel/industry/gen103/gen103.aig,fric3,unsat,9.69804451498203,1.407620924,31.215616
2019/goel/industry/gen103/gen103.aig,ncip-minicraig,unsat,4.666301664896309,2.064253054,94.507008
2019/goel/industry/gen103/gen103.aig,ncip-cadicraig,unsat,26.20820539817214,24.052155444,531.664896
2019/goel/industry/gen112/gen112.aig,ric3,unsat,3.812415190972388,0.217126037,7.729152
2019/goel/industry/gen112/gen112.aig,pavy,unsat,5.891420024447143,0.581860607,23.06048
2019/goel/industry/gen112/gen112.aig,mc-zhulf,unsat,5.494496630504727,0.592030145,26.76736
2019/goel/industry/gen112/gen112.aig,voiraig,unsat,0.7321747224777937,0.610788312,21.725184
2019/goel/industry/gen112/gen112.aig,fric3,unsat,8.915397922042757,0.640600845,24.285184
2019/goel/industry/gen112/gen112.aig,supercar,unsat,8.884366744197905,0.721002785,19.013632
2019/goel/industry/gen112/gen112.aig,ncip-minicraig,unsat,6.097448913380504,1.412394371,55.144448
2019/goel/industry/gen112/gen112.aig,ncip-portfolio,unsat,4.9648540411144495,2.655494347,93.16352
2019/goel/industry/gen112/gen112.aig,ncip-cadicraig,unsat,4.012080589309335,2.727231395,92.95872
2019/goel/industry/gen45/gen45.aig,ric3,unsat,3.6688645407557487,0.147561362,5.603328
2019/goel/industry/gen45/gen45.aig,voiraig,unsat,0.8903114823624492,0.158533037,5.337088
2019/goel/industry/gen45/gen45.aig,ncip-portfolio,unsat,7.687913483008742,0.1854376,9.056256
2019/goel/industry/gen45/gen45.aig,ncip-minicraig,unsat,9.86582225933671,0.187103335,9.150464
2019/goel/industry/gen45/gen45.aig,pavy,unsat,1.2829088037833571,0.243242522,9.822208
2019/goel/industry/gen45/gen45.aig,fric3,unsat,8.559155163995456,0.250078593,9.039872
2019/goel/industry/gen45/gen45.aig,supercar,unsat,11.591853890568018,0.256414063,7.102464
2019/goel/industry/gen45/gen45.aig,mc-zhulf,unsat,5.172966439276934,0.271178962,8.470528
2019/goel/industry/gen45/gen45.aig,ncip-cadicraig,unsat,7.838279880583286,1.511627768,81.16224
2019/goel/industry/gen53/gen53.aig,ric3,unsat,3.8684710515663028,0.237293561,7.634944
2019/goel/industry/gen53/gen53.aig,ncip-portfolio,unsat,11.800854986533523,0.325637999,11.190272
2019/goel/industry/gen53/gen53.aig,voiraig,unsat,1.203202866949141,0.449482014,15.900672
2019/goel/industry/gen53/gen53.aig,mc-zhulf,unsat,5.446369201876223,0.556047758,26.759168
2019/goel/industry/gen53/gen53.aig,pavy,unsat,3.782242282293737,0.560605671,31.195136
2019/goel/industry/gen53/gen53.aig,supercar,unsat,3.6905125314369798,0.669898759,23.158784
2019/goel/industry/gen53/gen53.aig,fric3,unsat,9.51462613698095,1.242658442,27.758592
2019/goel/industry/gen53/gen53.aig,ncip-minicraig,unsat,12.393411896191537,1.900528572,93.954048
2019/goel/industry/gen53/gen53.aig,ncip-cadicraig,unsat,8.51749803405255,2.131551394,128.602112
2019/goel/industry/mul9/mul9.aig,ric3,sat,8.039419578388333,0.021965335,1.204224
2019/goel/industry/mul9/mul9.aig,supercar,sat,5.92259371932596,1.848415908,3.084288
2019/goel/industry/mul9/mul9.aig,voiraig,unknown,0.10071202646940947,0.005374365,0.8192
2019/goel/industry/mul9/mul9.aig,ncip-portfolio,unknown,0.47315828315913677,0.006128298,0.794624
2019/goel/industry/mul9/mul9.aig,ncip-cadicraig,unknown,0.218527527526021,0.006270285,0.802816
2019/goel/industry/mul9/mul9.aig,mc-zhulf,unknown,0.16206871531903744,0.00662695,0.999424
2019/goel/industry/mul9/mul9.aig,ncip-minicraig,unknown,4.835620923899114,0.006751415,0.823296
2019/goel/industry/mul9/mul9.aig,pavy,unknown,5.232186201959848,0.047169328,8.196096
2019/goel/industry/mul9/mul9.aig,fric3,unknown,7.793952129024547,0.052510843,7.852032
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ric3,unsat,6.4956304440274835,0.034907633,2.72384
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,voiraig,unsat,0.18193394318223,0.038194326,2.797568
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,supercar,unsat,17.363476754166186,0.039796664,2.748416
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,mc-zhulf,unsat,7.415807451121509,0.039894316,5.111808
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-minicraig,unsat,2.2945901611819863,0.048107832,3.043328
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-portfolio,unsat,1.25384137686342,0.048396549,2.646016
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,fric3,unsat,6.675637656997424,0.069437554,7.376896
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,pavy,unsat,5.150329903699458,0.071118514,5.767168
2019/goel/opensource/h_Arbiter/h_Arbiter.aig,ncip-cadicraig,unsat,4.717676180998751,0.098701848,5.042176
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,voiraig,sat,0.04655992053449154,0.005433836,0.888832
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-cadicraig,sat,0.3393036276102066,0.005539291,0.77824
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-minicraig,sat,0.8437740365043283,0.006108749,0.90112
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ncip-portfolio,sat,0.12660800572484732,0.006258704,0.864256
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,supercar,sat,13.470343499444425,0.006881112,0.823296
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,mc-zhulf,sat,1.9299802519381046,0.006996187,0.933888
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,ric3,sat,1.2228889185935259,0.007050978,0.946176
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,pavy,sat,0.6087885508313775,0.037224366,4.28032
2019/goel/opensource/vis_arrays_bpbs_p2/vis_arrays_bpbs_p2.aig,fric3,unknown,4.135210429027211,0.044796835,5.210112
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-cadicraig,sat,1.2931192247197032,0.006472151,0.806912
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,supercar,sat,19.238375425338745,0.006643439,0.88064
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-minicraig,sat,1.5255896197631955,0.006723098,0.782336
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,voiraig,sat,0.22126510087400675,0.006873924,0.847872
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ncip-portfolio,sat,6.969571173191071,0.006900742,0.954368
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,ric3,sat,0.9160616025328636,0.007019619,0.946176
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,mc-zhulf,sat,1.9263268215581775,0.007629951,0.98304
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,pavy,sat,0.6310057751834393,0.038536706,4.468736
2019/goel/opensource/vis_arrays_vsa16a_p6/vis_arrays_vsa16a_p6.aig,fric3,sat,4.298039276036434,0.046193407,5.210112
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,mc-zhulf,sat,2.459631137549877,0.01235549,1.519616
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ric3,sat,1.7789259366691113,0.01423569,1.339392
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,supercar,sat,2.187179018743336,0.022497619,1.191936
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,pavy,sat,0.12511787749826908,0.064382718,13.14816
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,fric3,sat,4.3477299340302125,0.084346825,14.21312
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,voiraig,unknown,0.2035849131643772,0.005334513,0.9216
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-portfolio,unknown,0.06329254154115915,0.005992823,0.9216
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-cadicraig,unknown,0.8232756908982992,0.006176334,0.851968
2019/mann/data-integrity/unsafe/arbitrated_top_n2_w32_d32_e0.aig,ncip-minicraig,unknown,2.6938926316797733,0.007717172,1.036288
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,mc-zhulf,sat,2.1792340306565166,0.010176565,1.45408
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ric3,sat,11.880272520706058,0.011501429,1.118208
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,pavy,sat,0.5322566237300634,0.050340018,9.5232
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,fric3,sat,4.333159246016294,0.065669408,9.68704
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-portfolio,unknown,0.0775907151401043,0.004847072,0.806912
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-cadicraig,unknown,0.29909348022192717,0.005402845,0.774144
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-minicraig,unknown,6.6096042490098625,0.006091904,0.8192
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,voiraig,unknown,0.08296294324100018,0.00622782,0.835584
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,supercar,unknown,1.1169091686606407,0.006518553,1.036288
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ric3,sat,6.450833768001758,0.357385616,26.279936
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-portfolio,unknown,0.09082018118351698,0.006028886,0.811008
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-cadicraig,unknown,0.8810177175328135,0.006283724,1.097728
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,mc-zhulf,unknown,0.47923039738088846,0.006394765,0.794624
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,voiraig,unknown,0.08306861016899347,0.006498672,0.9216
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-minicraig,unknown,6.899980263784528,0.007364566,0.905216
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,supercar,none,0.4245139050181024,0.067374923,18.5344
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,fric3,unknown,5.314495883008931,1.336507858,353.619968
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,pavy,unknown,2.4219852220267057,2.120935502,352.673792
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,ncip-cadicraig,sat,0.1709120599552989,0.010106607,1.585152
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,ncip-portfolio,sat,0.209053298458457,0.010560433,1.490944
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,mc-zhulf,sat,2.760091070085764,0.011595008,1.626112
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,supercar,sat,12.103742557577789,0.011857632,1.687552
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,ncip-minicraig,sat,3.0589516442269087,0.012284061,1.695744
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,ric3,sat,1.9287681235000491,0.012506894,1.581056
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,pavy,sat,0.16221236437559128,0.06589412,15.937536
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,fric3,sat,4.345362114021555,0.090008686,16.46592
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,voiraig,unknown,0.04382968880236149,0.00606523,0.929792
2019/mann/data-integrity/unsafe/circular_pointer_top_w64_d8_e0.aig,ncip-portfolio,sat,0.19094318617135286,0.006800783,0.946176
2019/mann/data-integrity/unsafe/circular_pointer_top_w64_d8_e0.aig,ncip-minicraig,sat,1.0943611273542047,0.007240773,1.081344
2019/mann/data-integrity/unsafe/circular_pointer_top_w64_d8_e0.aig,supercar,sat,2.560328956693411,0.007356371,1.159168
