benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
dblclockfft_butterfly_ck3_r1-p024;avr;uns;-1;3.31;37.49;2219.0;btormc;uns;-1;0.43;0.40;22.0;cosa2;uns;-1;8.01;31.56;387.0;nuxmv;uns;-1;13.04;37.52;585.0;pono;uns;-1;0.50;1.96;194.0
dblclockfft_butterfly_ck3_r1-p030;avr;uns;-1;1.66;16.78;1675.0;btormc;uns;-1;0.18;0.10;15.0;cosa2;uns;-1;3.76;14.67;275.0;nuxmv;uns;-1;6.85;18.91;447.0;pono;uns;-1;0.28;0.74;140.0
dblclockfft_butterfly_ck3_r1-p047;avr;uns;-1;27.76;425.95;5430.0;btormc;uns;-1;4.04;3.99;94.0;cosa2;uns;-1;534.99;2153.76;2615.0;nuxmv;uns;-1;142.99;427.49;1992.0;pono;uns;-1;8.33;49.55;633.0
dblclockfft_butterfly_ck3_r1-p049;avr;uns;-1;121.34;1925.13;6838.0;btormc;uns;-1;10.72;10.60;72.0;cosa2;uns;-1;941.66;3791.29;2224.0;nuxmv;time;-1;3600.09;8221.93;4294.0;pono;unk;-1;15.96;62.70;521.0
dblclockfft_butterfly_ck3_r1-p054;avr;uns;-1;14.89;216.76;4757.0;btormc;uns;-1;2.19;2.09;55.0;cosa2;uns;-1;455.14;1831.96;2031.0;nuxmv;uns;-1;79.46;236.61;1554.0;pono;uns;-1;5.18;30.26;452.0
dblclockfft_butterfly_ck3_r1-p059;avr;uns;-1;322.34;5142.54;9131.0;btormc;uns;-1;87.99;87.89;144.0;cosa2;uns;-1;2133.76;8591.57;3571.0;nuxmv;uns;-1;366.29;1097.32;1546.0;pono;uns;-1;146.12;880.10;1678.0
dblclockfft_butterfly_ck3_r1-p086;avr;uns;-1;24.19;367.63;5098.0;btormc;uns;-1;4.84;4.77;86.0;cosa2;uns;-1;553.32;2227.73;2248.0;nuxmv;uns;-1;203.30;608.41;2556.0;pono;uns;-1;10.83;64.63;648.0
dblclockfft_butterfly_ck3_r1-p119;avr;uns;-1;62.04;972.49;5709.0;btormc;uns;-1;41.42;41.40;114.0;cosa2;uns;-1;580.02;2335.25;1151.0;nuxmv;uns;-1;672.93;2017.14;2967.0;pono;uns;-1;59.72;358.96;1046.0
dblclockfft_butterfly_ck3_r1-p127;avr;uns;-1;7.14;89.90;2696.0;btormc;uns;-1;2.65;2.60;50.0;cosa2;uns;-1;156.39;629.05;1511.0;nuxmv;uns;-1;43.23;127.86;933.0;pono;uns;-1;5.30;30.86;440.0
dblclockfft_butterfly_ck3_r1-p137;avr;uns;-1;5.08;62.38;2624.0;btormc;uns;-1;0.84;0.79;35.0;cosa2;uns;-1;72.79;292.60;1184.0;nuxmv;uns;-1;29.04;85.56;836.0;pono;uns;-1;1.44;7.95;331.0
dblclockfft_butterfly_ck3_r1-p145;avr;uns;-1;2.20;17.62;1838.0;btormc;uns;-1;0.31;0.19;21.0;cosa2;uns;-1;18.24;73.07;598.0;nuxmv;uns;-1;6.90;18.95;516.0;pono;uns;-1;0.49;1.91;202.0
dblclockfft_butterfly_ck3_r1-p157;avr;uns;-1;337.81;5308.55;8864.0;btormc;uns;-1;80.74;80.70;146.0;cosa2;uns;-1;2146.07;8642.47;5788.0;nuxmv;time;-1;3600.10;10798.30;2289.0;pono;uns;-1;147.61;889.12;1629.0
dblclockfft_butterfly_ck3_r1-p159;avr;uns;-1;102.82;1626.17;5891.0;btormc;uns;-1;34.87;34.77;99.0;cosa2;uns;-1;1375.66;5538.97;5084.0;nuxmv;uns;-1;1703.35;5108.68;2036.0;pono;uns;-1;67.39;405.44;1169.0
dblclockfft_butterfly_ck3_r2-p010;avr;uns;-1;14.15;207.22;4491.0;btormc;uns;-1;2.49;2.40;42.0;cosa2;uns;-1;85.72;344.36;1148.0;nuxmv;uns;-1;71.55;213.06;1018.0;pono;uns;-1;2.53;14.61;412.0
dblclockfft_butterfly_ck3_r2-p015;avr;uns;-1;44.31;648.70;4800.0;btormc;uns;-1;13.65;13.59;85.0;cosa2;uns;-1;984.13;3962.79;3246.0;nuxmv;time;-1;3600.10;10798.39;2971.0;pono;uns;-1;29.82;179.11;916.0
dblclockfft_butterfly_ck3_r2-p021;avr;uns;-1;17.07;253.03;4760.0;btormc;uns;-1;4.32;4.29;67.0;cosa2;uns;-1;202.54;815.36;1840.0;nuxmv;uns;-1;47.77;141.89;973.0;pono;uns;-1;6.30;36.92;566.0
dblclockfft_butterfly_ck3_r2-p029;avr;uns;-1;226.79;3610.97;8129.0;btormc;uns;-1;73.46;73.39;147.0;cosa2;uns;-1;2509.04;10103.55;5035.0;nuxmv;time;-1;3600.10;10798.56;3756.0;pono;uns;-1;151.30;911.50;1866.0
dblclockfft_butterfly_ck3_r2-p042;avr;uns;-1;748.08;11962.92;13994.0;btormc;uns;-1;188.00;187.89;177.0;cosa2;uns;-1;3385.34;13632.47;9732.0;nuxmv;time;-1;3600.09;10798.72;3653.0;pono;uns;-1;340.46;2052.64;4469.0
dblclockfft_butterfly_ck3_r2-p052;avr;uns;-1;10.89;154.60;4060.0;btormc;uns;-1;1.67;1.60;35.0;cosa2;uns;-1;36.30;145.08;794.0;nuxmv;uns;-1;86.41;257.70;966.0;pono;uns;-1;1.49;7.95;337.0
dblclockfft_butterfly_ck3_r2-p059;avr;uns;-1;1.86;19.41;1854.0;btormc;uns;-1;0.19;0.10;16.0;cosa2;uns;-1;3.97;14.99;292.0;nuxmv;uns;-1;7.02;19.06;470.0;pono;uns;-1;0.32;1.21;137.0
dblclockfft_butterfly_ck3_r2-p060;avr;uns;-1;7.11;88.51;2721.0;btormc;uns;-1;2.79;2.70;54.0;cosa2;uns;-1;183.76;739.31;1555.0;nuxmv;uns;-1;51.15;152.07;1108.0;pono;uns;-1;5.36;31.43;456.0
dblclockfft_butterfly_ck3_r2-p079;avr;uns;-1;1.53;14.50;1581.0;btormc;uns;-1;2.41;2.30;43.0;cosa2;uns;-1;530.59;2135.93;2683.0;nuxmv;uns;-1;32.30;94.95;1116.0;pono;uns;-1;4.22;24.22;443.0
dblclockfft_butterfly_ck3_r2-p093;avr;uns;-1;28.20;431.54;5510.0;btormc;uns;-1;5.33;5.30;108.0;cosa2;uns;-1;623.04;2508.64;2731.0;nuxmv;uns;-1;174.42;521.72;1978.0;pono;uns;-1;11.09;65.86;726.0
dblclockfft_butterfly_ck3_r2-p114;avr;uns;-1;0.52;2.03;807.0;btormc;uns;-1;0.45;0.40;26.0;cosa2;uns;-1;43.32;174.02;887.0;nuxmv;uns;-1;4.68;12.16;594.0;pono;uns;-1;0.58;2.50;228.0
dblclockfft_butterfly_ck3_r2-p133;avr;uns;-1;18.66;279.47;4445.0;btormc;uns;-1;3.44;3.36;58.0;cosa2;uns;-1;99.70;400.48;1331.0;nuxmv;uns;-1;37.69;111.56;885.0;pono;uns;-1;3.92;22.47;464.0
dblclockfft_butterfly_ck3_r2-p146;avr;uns;-1;85.96;1356.00;6148.0;btormc;uns;-1;36.08;36.00;144.0;cosa2;uns;-1;1129.97;4549.88;2328.0;nuxmv;uns;-1;1521.52;4562.88;5210.0;pono;uns;-1;68.94;415.07;1218.0
dblclockfft_butterfly_ck3_r2-p148;avr;uns;-1;5.26;65.51;2771.0;btormc;uns;-1;0.87;0.80;39.0;cosa2;uns;-1;86.60;348.14;1318.0;nuxmv;uns;-1;30.31;89.36;1003.0;pono;uns;-1;1.49;7.97;358.0
dblclockfft_butterfly_ck3_r2-p151;avr;uns;-1;28.36;434.27;4226.0;btormc;uns;-1;6.20;6.09;68.0;cosa2;uns;-1;406.52;1635.82;2947.0;nuxmv;uns;-1;648.49;1943.32;2413.0;pono;uns;-1;11.84;70.69;612.0
dblclockfft_butterfly_ck3_r2-p154;avr;uns;-1;46.35;723.34;4607.0;btormc;uns;-1;16.16;16.09;101.0;cosa2;uns;-1;664.38;2674.47;2760.0;nuxmv;uns;-1;2398.90;7195.24;2399.0;pono;uns;-1;32.52;194.92;921.0
dblclockfft_butterfly_ck3_r2-p155;avr;uns;-1;26.12;397.93;5543.0;btormc;uns;-1;4.92;4.89;104.0;cosa2;uns;-1;625.61;2518.77;2725.0;nuxmv;uns;-1;192.41;575.61;1774.0;pono;uns;-1;10.93;65.27;669.0
dblclockfft_butterfly_ck3_r2-p156;avr;uns;-1;0.42;1.18;424.0;btormc;uns;-1;2.22;2.20;38.0;cosa2;uns;-1;330.44;1330.38;2489.0;nuxmv;uns;-1;34.80;102.41;1711.0;pono;uns;-1;4.12;23.58;481.0
dblclockfft_butterfly_ck3_r2-p173;avr;uns;-1;7.78;103.66;3164.0;btormc;uns;-1;2.47;2.39;56.0;cosa2;uns;-1;182.11;732.74;1655.0;nuxmv;uns;-1;65.89;196.13;1196.0;pono;uns;-1;5.77;32.61;502.0
easy_zero_array;avr;unk;-1;3576.44;50073.22;10187.0;btormc;time;-1;3600.09;3599.87;2797.0;cosa2;time;-1;3600.09;8696.60;6958.0;nuxmv;time;-1;3600.10;7199.02;924.0;pono;uns;-1;0.72;0.74;63.0
marlann_compute_fail1-p0;avr;sat;-1;40.43;10.49;1384.0;btormc;sat;-1;0.47;0.39;48.0;cosa2;sat;-1;0.19;0.21;56.0;nuxmv;sat;-1;0.61;0.66;181.0;pono;sat;-1;0.28;0.51;101.0
marlann_compute_fail1-p1;avr;uns;-1;27.50;23.36;1215.0;btormc;uns;-1;0.21;0.10;11.0;cosa2;uns;-1;0.54;1.83;100.0;nuxmv;uns;-1;8.08;23.02;352.0;pono;uns;-1;0.33;0.92;93.0
marlann_compute_fail1-p2;avr;uns;-1;34.80;10.72;1308.0;btormc;uns;-1;0.19;0.10;11.0;cosa2;uns;-1;0.52;1.42;94.0;nuxmv;uns;-1;20.62;60.19;394.0;pono;uns;-1;0.33;0.95;89.0
marlann_compute_fail2-p1;avr;sat;-1;36.18;15.95;1464.0;btormc;sat;-1;0.29;0.19;12.0;cosa2;sat;-1;0.18;0.23;55.0;nuxmv;sat;-1;5.70;15.83;312.0;pono;sat;-1;0.23;0.51;91.0
marlann_compute_fail2-p2;avr;sat;-1;40.72;6.80;943.0;btormc;sat;-1;0.31;0.17;12.0;cosa2;sat;-1;0.31;0.09;39.0;nuxmv;sat;-1;5.05;13.59;289.0;pono;sat;-1;0.24;0.50;88.0
picorv32-check-p01;avr;uns;-1;29.82;2.69;725.0;btormc;time;-1;3600.09;3599.96;3406.0;cosa2;unk;-1;2.49;9.36;207.0;nuxmv;uns;-1;101.95;304.08;3458.0;pono;unk;-1;13.26;52.69;561.0
picorv32-check-p06;avr;uns;-1;37.23;9.22;875.0;btormc;time;-1;3600.09;3599.94;2838.0;cosa2;unk;-1;11.32;45.13;396.0;nuxmv;uns;-1;45.29;134.16;1735.0;pono;unk;-1;3.22;12.31;271.0
picorv32-check-p08;avr;uns;-1;32.83;6.47;715.0;btormc;time;-1;3600.09;3599.88;2499.0;cosa2;unk;-1;2.40;8.42;193.0;nuxmv;uns;-1;154.40;461.79;3958.0;pono;unk;-1;3.70;14.08;298.0
picorv32-check-p09;avr;uns;-1;37.11;2.16;683.0;btormc;time;-1;3600.09;3599.94;2486.0;cosa2;unk;-1;7.20;27.75;348.0;nuxmv;uns;-1;17.22;49.82;1172.0;pono;unk;-1;2.99;11.25;340.0
picorv32-check-p10;avr;unk;-1;29.98;5.73;699.0;btormc;uns;-1;15.71;15.56;131.0;cosa2;unk;-1;39.95;160.29;799.0;nuxmv;uns;-1;77.36;230.26;3176.0;pono;unk;-1;4.77;18.50;364.0
picorv32-check-p14;avr;uns;-1;37.17;18.48;809.0;btormc;time;-1;3600.10;3599.87;2827.0;cosa2;unk;-1;28.93;115.98;926.0;nuxmv;uns;-1;54.92;162.95;3038.0;pono;unk;-1;6.29;24.56;434.0
picorv32-check-p18;avr;uns;-1;35.11;3.90;846.0;btormc;time;-1;3600.09;3599.94;3162.0;cosa2;unk;-1;5.37;20.47;360.0;nuxmv;uns;-1;58.26;173.09;1825.0;pono;unk;-1;14.03;55.85;516.0
picorv32_mutAX_mem-p0;avr;unk;-1;3575.35;47562.67;12934.0;btormc;time;-1;3600.10;3599.98;482.0;cosa2;unk;-1;1741.28;7011.92;1877.0;nuxmv;time;-1;3600.10;10763.91;9043.0;pono;time;-1;3600.10;14498.97;3048.0
picorv32_mutAX_mem-p7;avr;sat;-1;172.17;2434.42;4564.0;btormc;sat;-1;94.47;94.36;308.0;cosa2;sat;-1;60.35;242.22;1075.0;nuxmv;time;-1;3600.10;10764.06;9285.0;pono;sat;-1;58.70;235.84;907.0
picorv32_mutAY_mem-p5;avr;sat;-1;112.62;1676.39;4829.0;btormc;sat;-1;89.45;89.40;272.0;cosa2;sat;-1;49.63;199.34;678.0;nuxmv;time;-1;3600.09;10798.38;4448.0;pono;sat;-1;47.50;189.72;753.0
picorv32_mutAY_mem-p6;avr;sat;-1;235.48;3315.46;4511.0;btormc;sat;-1;140.82;140.76;276.0;cosa2;sat;-1;68.22;274.22;755.0;nuxmv;time;-1;3600.10;10798.06;3365.0;pono;sat;-1;91.14;365.70;823.0
picorv32_mutAY_mem-p8;avr;sat;-1;134.36;1926.70;4369.0;btormc;sat;-1;74.32;74.29;208.0;cosa2;sat;-1;58.09;233.26;645.0;nuxmv;time;-1;3600.09;10798.67;3325.0;pono;sat;-1;37.45;150.25;630.0
picorv32_mutBX_mem-p1;avr;sat;-1;838.67;11502.62;7550.0;btormc;sat;-1;510.76;510.69;364.0;cosa2;sat;-1;317.50;1277.80;1314.0;nuxmv;time;-1;3600.10;10759.66;8753.0;pono;sat;-1;298.94;1202.81;1369.0
picorv32_mutBX_mem-p2;avr;sat;-1;954.72;14050.85;8282.0;btormc;sat;-1;574.19;574.10;397.0;cosa2;sat;-1;351.90;1415.88;1352.0;nuxmv;time;-1;3600.10;10760.81;9240.0;pono;sat;-1;300.52;1208.99;1307.0
picorv32_mutBX_mem-p5;avr;sat;-1;591.98;8703.93;6876.0;btormc;sat;-1;267.18;267.09;379.0;cosa2;sat;-1;184.79;743.46;1188.0;nuxmv;time;-1;3600.10;10761.14;10015.0;pono;sat;-1;224.05;901.97;1302.0
picorv32_mutBX_mem-p6;avr;sat;-1;868.78;12175.72;5861.0;btormc;sat;-1;557.19;557.08;427.0;cosa2;sat;-1;529.26;2130.26;1552.0;nuxmv;time;-1;3600.10;10759.47;9518.0;pono;sat;-1;455.80;1835.03;1500.0
picorv32_mutBX_mem-p7;avr;sat;-1;2243.19;31185.99;12407.0;btormc;sat;-1;2237.27;2237.13;469.0;cosa2;sat;-1;1079.58;4346.51;1927.0;nuxmv;time;-1;3600.10;10760.64;8804.0;pono;sat;-1;1128.82;4545.44;2220.0
picorv32_mutBY_mem-p4;avr;sat;-1;250.55;3587.13;5769.0;btormc;sat;-1;77.56;77.49;237.0;cosa2;sat;-1;46.61;186.87;660.0;nuxmv;time;-1;3600.09;10798.76;2540.0;pono;sat;-1;65.54;262.56;775.0
picorv32_mutBY_mem-p8;avr;unk;-1;3574.58;45352.11;11815.0;btormc;time;-1;3600.09;3600.03;429.0;cosa2;unk;-1;750.53;3021.33;1050.0;nuxmv;time;-1;3600.10;10798.68;3099.0;pono;unk;-1;1275.10;5134.15;1394.0
picorv32_mutCX_mem-p0;avr;sat;-1;859.20;12668.34;8070.0;btormc;sat;-1;677.33;677.27;360.0;cosa2;sat;-1;321.42;1293.57;1264.0;nuxmv;time;-1;3600.10;10761.43;8974.0;pono;sat;-1;313.62;1262.45;1361.0
picorv32_mutCX_mem-p3;avr;sat;-1;485.95;7283.76;7102.0;btormc;sat;-1;372.02;371.99;338.0;cosa2;sat;-1;235.68;948.09;1195.0;nuxmv;time;-1;3600.10;10759.68;9533.0;pono;sat;-1;285.46;1148.32;1284.0
picorv32_mutCX_mem-p7;avr;sat;-1;2267.57;32223.49;13127.0;btormc;sat;-1;2276.68;2276.57;513.0;cosa2;sat;-1;1589.66;6401.56;1895.0;nuxmv;time;-1;3600.09;10760.64;8948.0;pono;sat;-1;979.27;3943.38;1735.0
picorv32_mutCY_mem-p1;avr;sat;-1;697.20;9166.18;8595.0;btormc;sat;-1;427.75;427.68;301.0;cosa2;sat;-1;214.48;863.03;897.0;nuxmv;time;-1;3600.10;10798.25;3774.0;pono;sat;-1;273.57;1100.19;990.0
picorv32_mutCY_mem-p3;avr;sat;-1;324.47;4700.94;6019.0;btormc;sat;-1;343.33;343.28;297.0;cosa2;sat;-1;179.16;720.88;876.0;nuxmv;time;-1;3600.10;10798.60;3333.0;pono;sat;-1;172.37;693.60;930.0
picorv32_mutCY_mem-p8;avr;unk;-1;3575.34;44111.25;9603.0;btormc;time;-1;3600.09;3600.01;446.0;cosa2;time;-1;3600.10;14495.95;2188.0;nuxmv;time;-1;3600.10;10798.71;3493.0;pono;time;-1;3600.10;14498.39;2067.0
ponylink-slaveTXlen-unsat;avr;unk;-1;3574.35;56711.13;98426.0;btormc;uns;-1;2988.98;2988.82;1167.0;cosa2;time;-1;3600.10;14497.12;6733.0;nuxmv;time;-1;3600.10;10798.81;22449.0;pono;time;-1;3600.11;14498.97;7056.0
ridecore_array_unknown;avr;unk;-1;3574.82;45097.68;20595.0;btormc;time;-1;3600.09;3599.90;2929.0;cosa2;time;-1;3600.10;14498.09;5783.0;nuxmv;time;-1;3600.09;10795.81;4807.0;pono;time;-1;3600.10;14501.13;4234.0
ridecore_array_unsafe;avr;sat;-1;78.10;1229.97;10600.0;btormc;sat;-1;1472.02;1471.97;1791.0;cosa2;time;-1;3600.09;6365.01;4040.0;nuxmv;time;-1;3600.10;10795.64;5006.0;pono;unk;-1;66.10;267.09;2221.0
simple-stack-pred1;avr;unk;-1;3572.83;53024.77;12847.0;btormc;time;-1;3600.09;3599.86;2490.0;cosa2;time;-1;3600.10;10890.88;6972.0;nuxmv;time;-1;3600.10;7199.10;3707.0;pono;time;-1;3600.10;7278.54;3397.0
zipcpu-zipmmu-p00;avr;uns;-1;168.59;1909.66;3091.0;btormc;time;-1;3600.09;3599.96;683.0;cosa2;time;-1;3600.10;12141.39;4266.0;nuxmv;uns;-1;450.31;1348.87;1285.0;pono;time;-1;3600.10;12356.59;11812.0
zipcpu-zipmmu-p01;avr;uns;-1;80.27;664.19;2628.0;btormc;time;-1;3600.09;3599.96;436.0;cosa2;time;-1;3600.10;12564.56;4063.0;nuxmv;uns;-1;790.42;2369.61;1852.0;pono;time;-1;3600.10;12793.48;8158.0
zipcpu-zipmmu-p06;avr;uns;-1;101.90;1009.15;3225.0;btormc;time;-1;3600.10;3599.95;862.0;cosa2;time;-1;3600.09;11334.85;4002.0;nuxmv;uns;-1;252.44;755.39;2381.0;pono;time;-1;3600.09;11373.47;20697.0
zipcpu-zipmmu-p26;avr;uns;-1;132.44;1406.40;3365.0;btormc;time;-1;3600.09;3600.00;656.0;cosa2;mem;-1;1465.70;5519.85;122906.0;nuxmv;time;-1;3600.09;10799.04;3819.0;pono;time;-1;3600.09;12100.93;20359.0
zipcpu-zipmmu-p28;avr;uns;-1;39.36;53.12;1086.0;btormc;uns;-1;1.62;1.56;16.0;cosa2;uns;-1;2.28;8.66;114.0;nuxmv;uns;-1;45.38;134.60;408.0;pono;uns;-1;2.19;7.26;143.0
zipcpu-zipmmu-p29;avr;uns;-1;105.07;1091.48;3549.0;btormc;time;-1;3600.09;3599.98;503.0;cosa2;time;-1;3600.10;12708.84;3151.0;nuxmv;uns;-1;1290.22;3869.32;1638.0;pono;time;-1;3600.10;14165.51;5010.0
zipcpu-zipmmu-p31;avr;uns;-1;36.04;5.14;659.0;btormc;time;-1;3600.10;3599.94;1161.0;cosa2;uns;-1;0.46;0.89;82.0;nuxmv;uns;-1;0.99;1.77;206.0;pono;uns;-1;1.11;2.83;154.0
zipcpu-zipmmu-p34;avr;uns;-1;37.01;30.29;873.0;btormc;time;-1;3600.09;3599.90;1324.0;cosa2;uns;-1;23.39;93.09;473.0;nuxmv;uns;-1;8.63;24.52;381.0;pono;uns;-1;645.24;1919.52;2132.0
zipcpu-zipmmu-p41;avr;uns;-1;149.95;1729.01;3931.0;btormc;uns;-1;728.90;728.77;199.0;cosa2;uns;-1;2027.71;5334.26;1995.0;nuxmv;time;-1;3600.10;10798.96;6187.0;pono;uns;-1;782.86;3151.93;3794.0
zipcpu_zipcpu_dcache-p019;avr;uns;-1;1.67;15.43;1598.0;btormc;uns;-1;0.43;0.40;33.0;cosa2;uns;-1;0.52;1.66;145.0;nuxmv;uns;-1;2.38;4.75;351.0;pono;uns;-1;0.49;1.62;170.0
zipcpu_zipcpu_dcache-p028;avr;uns;-1;17.69;262.51;8522.0;btormc;time;-1;3600.09;3599.89;2446.0;cosa2;time;-1;3600.10;14495.48;26693.0;nuxmv;time;-1;3600.09;10797.62;5446.0;pono;time;-1;3600.10;14496.42;60406.0
zipcpu_zipcpu_dcache-p034;avr;uns;-1;3.58;41.40;2599.0;btormc;time;-1;3600.09;3599.92;2391.0;cosa2;time;-1;3600.10;14496.05;32523.0;nuxmv;uns;-1;320.91;960.15;3053.0;pono;time;-1;3600.12;14499.10;69767.0
zipcpu_zipcpu_dcache-p041;avr;uns;-1;1.63;15.38;1654.0;btormc;uns;-1;0.79;0.70;50.0;cosa2;uns;-1;0.78;2.61;224.0;nuxmv;uns;-1;15.02;42.60;790.0;pono;uns;-1;0.62;2.16;184.0
zipcpu_zipcpu_dcache-p059;avr;uns;-1;1.56;12.70;1303.0;btormc;uns;-1;0.19;0.10;19.0;cosa2;uns;-1;0.35;0.96;128.0;nuxmv;uns;-1;1.47;2.07;232.0;pono;uns;-1;0.36;1.31;175.0
zipcpu_zipcpu_dcache-p068;avr;uns;-1;8.07;108.96;5432.0;btormc;time;-1;3600.10;3599.94;2238.0;cosa2;time;-1;3600.12;14497.12;58940.0;nuxmv;time;-1;3600.11;10797.72;7151.0;pono;mem;-1;3554.30;14313.48;122900.0
zipcpu_zipcpu_dcache-p071;avr;uns;-1;1.54;14.20;1503.0;btormc;time;-1;3600.09;3599.97;2616.0;cosa2;time;-1;3600.10;14497.75;34790.0;nuxmv;uns;-1;92.99;276.47;1305.0;pono;uns;-1;2951.86;11887.35;55719.0
zipcpu_zipcpu_dcache-p072;avr;uns;-1;9.38;129.40;5626.0;btormc;time;-1;3600.09;3599.88;2643.0;cosa2;time;-1;3600.09;14497.64;21672.0;nuxmv;uns;-1;1196.32;3586.22;4615.0;pono;time;-1;3600.10;14497.81;26283.0
zipcpu_zipcpu_dcache-p079;avr;uns;-1;82.79;1305.81;12461.0;btormc;time;-1;3600.09;3599.98;2455.0;cosa2;time;-1;3600.10;14495.80;30788.0;nuxmv;time;-1;3600.10;9027.12;6632.0;pono;time;-1;3600.10;14499.70;39075.0
zipcpu_zipcpu_dcache-p082;avr;uns;-1;3.39;37.51;2479.0;btormc;time;-1;3600.09;3599.99;2451.0;cosa2;uns;-1;2654.77;10690.46;13398.0;nuxmv;uns;-1;459.90;1377.17;2766.0;pono;uns;-1;3198.54;12880.40;77761.0
zipcpu_zipcpu_dcache-p085;avr;uns;-1;1.57;13.63;1430.0;btormc;uns;-1;0.19;0.10;19.0;cosa2;uns;-1;0.34;0.99;128.0;nuxmv;uns;-1;1.52;2.11;239.0;pono;uns;-1;0.37;1.32;175.0
zipcpu_zipcpu_dcache-p088;avr;uns;-1;1.67;15.37;1586.0;btormc;uns;-1;0.43;0.40;33.0;cosa2;uns;-1;0.55;1.80;171.0;nuxmv;uns;-1;2.42;4.81;340.0;pono;uns;-1;0.48;1.72;176.0
zipcpu_zipcpu_dcache-p090;avr;uns;-1;1.73;16.82;1707.0;btormc;uns;-1;0.50;0.40;32.0;cosa2;uns;-1;0.56;1.80;174.0;nuxmv;uns;-1;4.76;11.98;426.0;pono;uns;-1;0.50;1.76;176.0
zipcpu_zipcpu_dcache-p097;avr;uns;-1;1.66;15.78;1669.0;btormc;uns;-1;0.47;0.39;32.0;cosa2;uns;-1;0.54;1.76;172.0;nuxmv;uns;-1;2.99;6.61;372.0;pono;uns;-1;0.52;1.68;171.0
zipcpu_zipcpu_dcache-p126;avr;unk;-1;3573.19;50457.61;20809.0;btormc;time;-1;3600.09;3600.00;1755.0;cosa2;time;-1;3600.11;14497.24;12021.0;nuxmv;time;-1;3600.10;10796.49;5752.0;pono;time;-1;3600.10;14498.92;43326.0
zipcpu_zipcpu_dcache-p138;avr;unk;-1;3574.67;49407.14;20852.0;btormc;time;-1;3600.10;3599.99;732.0;cosa2;time;-1;3600.12;14496.13;33946.0;nuxmv;time;-1;3600.10;10797.63;8027.0;pono;mem;-1;2845.90;11459.79;122888.0
zipcpu_zipcpu_dcache-p141;avr;unk;-1;3573.30;52096.10;34632.0;btormc;time;-1;3600.09;3599.94;934.0;cosa2;time;-1;3600.10;14496.83;18090.0;nuxmv;time;-1;3600.10;10797.79;7736.0;pono;mem;-1;3491.50;14061.12;122896.0
zipcpu_zipcpu_dcache-p158;avr;uns;-1;55.53;868.54;10415.0;btormc;time;-1;3600.09;3599.94;2404.0;cosa2;time;-1;3600.10;14496.86;12456.0;nuxmv;time;-1;3600.09;10797.55;6059.0;pono;time;-1;3600.10;14497.21;63036.0
zipcpu_zipcpu_dcache-p159;avr;uns;-1;1.73;17.28;1810.0;btormc;time;-1;3600.09;3599.95;2430.0;cosa2;uns;-1;459.13;1848.09;6668.0;nuxmv;uns;-1;138.70;413.66;1811.0;pono;uns;-1;1148.66;4625.04;17348.0
zipcpu_zipcpu_dcache-p164;avr;unk;-1;3556.39;56931.85;42100.0;btormc;time;-1;3600.10;3599.87;1613.0;cosa2;time;-1;3600.10;14496.57;21488.0;nuxmv;time;-1;3600.10;10797.45;8861.0;pono;time;-1;3600.11;14498.22;90541.0
zipcpu_zipcpu_dcache-p179;avr;uns;-1;36.98;571.62;10840.0;btormc;time;-1;3600.09;3599.98;2200.0;cosa2;time;-1;3600.10;14496.78;28748.0;nuxmv;uns;-1;260.31;778.32;3021.0;pono;time;-1;3600.10;14498.20;40743.0
zipcpu_zipcpu_dcache-p192;avr;uns;-1;20.18;302.37;8926.0;btormc;time;-1;3600.09;3599.97;2085.0;cosa2;time;-1;3600.10;14496.59;30062.0;nuxmv;uns;-1;362.13;1083.91;3082.0;pono;time;-1;3600.10;14497.95;81523.0
zipcpu_zipcpu_dcache-p199;avr;uns;-1;1.67;16.02;1676.0;btormc;uns;-1;0.43;0.39;33.0;cosa2;uns;-1;0.55;1.78;171.0;nuxmv;uns;-1;6.54;17.00;489.0;pono;uns;-1;0.48;1.63;170.0
zipcpu_zipcpu_dcache-p209;avr;uns;-1;9.48;131.10;6813.0;btormc;time;-1;3600.09;3599.99;2557.0;cosa2;time;-1;3600.10;14496.78;19009.0;nuxmv;uns;-1;1933.02;5796.37;4501.0;pono;time;-1;3600.10;14498.95;43802.0
zipcpu_zipcpu_dcache-p211;avr;uns;-1;3.25;35.40;2512.0;btormc;time;-1;3600.09;3599.94;2884.0;cosa2;time;-1;3600.10;14498.19;32019.0;nuxmv;uns;-1;332.52;994.96;3804.0;pono;uns;-1;907.73;3655.20;9435.0
zipcpu_zipcpu_dcache-p229;avr;unk;-1;3574.81;45510.79;39297.0;btormc;time;-1;3600.09;3599.96;1319.0;cosa2;time;-1;3600.10;14495.91;113089.0;nuxmv;time;-1;3600.10;10796.34;7149.0;pono;time;-1;3600.10;14497.38;45992.0
zipcpu_zipcpu_dcache-p236;avr;uns;-1;1.68;16.08;1679.0;btormc;uns;-1;0.83;0.79;49.0;cosa2;uns;-1;0.83;2.98;225.0;nuxmv;uns;-1;153.07;456.79;2426.0;pono;uns;-1;0.64;2.53;223.0
